,drive_id,offense,defense,drive_number,start_period,start_time_min,start_time_sec,start_yardline,start_ytg,drive_result,end_period,end_time_min,end_time_sec,end_yardline,end_ytg,num_plays,score,yards_gained,game_id
0,4010122461,Alabama,Louisville,1,1,15,0,35,65,TD,1,11,55,100,0,7,True,65,401012246
1,4010122462,Louisville,Alabama,2,1,11,55,75,75,PUNT,1,10,10,55,55,4,False,20,401012246
2,4010122463,Alabama,Louisville,3,1,10,10,20,80,FUMBLE,1,7,4,65,35,8,False,63,401012246
3,4010122464,Louisville,Alabama,4,1,7,4,83,83,PUNT,1,6,4,84,84,3,False,-1,401012246
4,4010122465,Alabama,Louisville,5,1,6,4,45,55,TD,1,4,4,100,0,6,True,55,401012246
5,4010122466,Louisville,Alabama,6,1,4,4,75,75,INT,2,14,16,26,26,8,False,49,401012246
6,4010122467,Alabama,Louisville,7,2,14,16,25,75,TD,2,11,24,100,0,6,True,75,401012246
7,4010122468,Louisville,Alabama,8,2,11,24,86,86,PUNT,2,8,5,55,55,6,False,31,401012246
8,4010122469,Alabama,Louisville,9,2,8,5,22,78,PUNT,2,6,18,41,59,5,False,19,401012246
9,40101224610,Louisville,Alabama,10,2,6,18,80,80,PUNT,2,4,45,60,60,4,False,20,401012246
10,40101224611,Alabama,Louisville,11,2,4,45,20,80,PUNT,2,2,2,53,47,6,False,33,401012246
11,40101224612,Louisville,Alabama,12,2,2,2,85,85,PUNT,2,0,27,91,91,3,False,-6,401012246
12,40101224613,Alabama,Louisville,13,2,0,27,75,25,TD,2,0,9,100,0,3,True,25,401012246
13,40101224614,Louisville,Alabama,14,2,0,9,75,75,END OF HALF,2,0,0,77,77,1,False,-2,401012246
14,40101224615,Louisville,Alabama,15,3,15,0,75,75,PUNT,3,11,10,65,65,6,False,10,401012246
15,40101224616,Alabama,Louisville,16,3,11,10,37,63,TD,3,10,3,100,0,4,True,63,401012246
16,40101224617,Louisville,Alabama,17,3,10,3,75,75,TD,3,6,27,3,3,10,True,75,401012246
17,40101224618,Alabama,Louisville,18,3,6,27,100,0,TD,3,6,16,100,0,0,True,0,401012246
18,40101224619,Louisville,Alabama,19,3,6,16,20,20,PUNT,3,4,1,80,80,3,False,-4,401012246
19,40101224620,Alabama,Louisville,20,3,4,1,42,58,FG,3,0,45,79,21,6,True,37,401012246
20,40101224621,Louisville,Alabama,21,3,0,45,94,94,PUNT,4,14,34,68,68,6,False,26,401012246
21,40101224622,Alabama,Louisville,22,4,14,34,21,79,MISSED FG,4,7,44,91,9,13,False,70,401012246
22,40101224623,Louisville,Alabama,23,4,7,44,80,80,INT TD,4,7,31,80,80,1,True,0,401012246
23,40101224624,Louisville,Alabama,24,4,7,31,22,22,DOWNS,4,5,38,5,5,5,False,32,401012246
24,40101224625,Alabama,Louisville,25,4,5,38,5,95,PUNT,4,3,39,14,86,3,False,9,401012246
25,40101224626,Louisville,Alabama,26,4,3,39,52,52,TD,4,1,55,0,0,5,True,52,401012246
26,40101224627,Alabama,Louisville,27,4,1,55,25,75,END OF GAME,4,0,0,35,65,3,False,10,401012246
27,4010122471,Eastern Illinois,Arkansas,1,1,15,0,74,74,FUMBLE,1,14,24,65,65,3,False,9,401012247
28,4010122472,Arkansas,Eastern Illinois,2,1,14,24,65,35,FG,1,12,43,83,17,6,True,18,401012247
29,4010122473,Eastern Illinois,Arkansas,3,1,12,43,75,75,MISSED FG,1,9,15,30,30,10,False,45,401012247
30,4010122474,Arkansas,Eastern Illinois,4,1,9,15,30,70,PUNT,1,6,25,56,44,7,False,26,401012247
31,4010122475,Eastern Illinois,Arkansas,5,1,6,25,91,91,FUMBLE,1,4,52,71,71,5,False,20,401012247
32,4010122476,Arkansas,Eastern Illinois,6,1,4,52,71,29,PUNT,1,2,23,63,37,3,False,-8,401012247
33,4010122477,Eastern Illinois,Arkansas,7,1,2,23,86,86,FUMBLE TD,1,1,46,99,99,2,True,-13,401012247
34,4010122479,Eastern Illinois,Arkansas,8,1,1,46,75,75,MISSED FG,2,11,18,12,12,15,False,63,401012247
35,40101224710,Arkansas,Eastern Illinois,9,2,11,18,20,80,TD,2,7,25,100,0,11,True,80,401012247
36,40101224711,Eastern Illinois,Arkansas,10,2,7,25,75,75,FUMBLE,2,7,12,73,73,1,False,2,401012247
37,40101224712,Arkansas,Eastern Illinois,11,2,7,12,73,27,TD,2,6,22,100,0,3,True,27,401012247
38,40101224713,Eastern Illinois,Arkansas,12,2,6,22,75,75,PUNT,2,3,45,58,58,6,False,17,401012247
39,40101224714,Arkansas,Eastern Illinois,13,2,3,45,15,85,PUNT,2,2,58,16,84,3,False,1,401012247
40,40101224715,Eastern Illinois,Arkansas,14,2,2,58,47,47,TD,2,2,22,0,0,2,True,47,401012247
41,40101224716,Arkansas,Eastern Illinois,15,2,2,22,21,79,TD,2,1,20,100,0,4,True,79,401012247
42,40101224717,Eastern Illinois,Arkansas,16,2,1,20,75,75,PUNT,2,0,52,74,74,3,False,1,401012247
43,40101224718,Arkansas,Eastern Illinois,17,2,0,52,43,57,TD,2,0,45,100,0,1,True,57,401012247
44,40101224719,Eastern Illinois,Arkansas,18,2,0,45,82,82,END OF HALF,2,0,0,86,86,1,False,-4,401012247
45,40101224720,Arkansas,Eastern Illinois,19,3,15,0,26,74,PUNT,3,13,40,33,67,3,False,7,401012247
46,40101224721,Eastern Illinois,Arkansas,20,3,13,40,53,53,FUMBLE,3,11,31,35,35,6,False,18,401012247
47,40101224722,Arkansas,Eastern Illinois,21,3,11,31,95,5,TD,3,10,54,100,0,2,True,5,401012247
48,40101224723,Eastern Illinois,Arkansas,22,3,10,54,85,85,TD,3,5,51,0,0,14,True,85,401012247
49,40101224724,Arkansas,Eastern Illinois,23,3,5,51,36,64,FG,3,0,40,95,5,10,True,59,401012247
50,40101224725,Eastern Illinois,Arkansas,24,3,0,40,77,77,PUNT,4,12,34,51,51,8,False,26,401012247
51,40101224726,Arkansas,Eastern Illinois,25,4,12,34,5,95,PUNT,4,10,2,12,88,4,False,7,401012247
52,40101224727,Eastern Illinois,Arkansas,26,4,10,2,37,37,TD,4,7,51,0,0,4,True,37,401012247
53,40101224728,Arkansas,Eastern Illinois,27,4,7,51,28,72,TD,4,3,48,100,0,8,True,72,401012247
54,40101224729,Eastern Illinois,Arkansas,28,4,3,48,75,75,PUNT,4,1,39,71,71,3,False,4,401012247
55,40101224730,Arkansas,Eastern Illinois,29,4,1,39,28,72,Uncategorized,4,0,0,21,79,3,False,-7,401012247
56,4010122481,Washington,Auburn,1,1,15,0,75,75,PUNT,1,13,57,75,75,3,False,0,401012248
57,4010122482,Auburn,Washington,2,1,13,57,64,36,TD,1,11,45,100,0,6,True,36,401012248
58,4010122483,Washington,Auburn,3,1,11,45,75,75,INT,1,9,42,53,53,6,False,22,401012248
59,4010122484,Auburn,Washington,4,1,9,42,37,63,FG,1,5,39,86,14,11,True,49,401012248
60,4010122485,Washington,Auburn,5,1,5,39,75,75,FG,1,2,59,14,14,7,True,61,401012248
61,4010122486,Auburn,Washington,6,1,2,59,24,76,MISSED FG,1,0,29,85,15,8,False,61,401012248
62,4010122487,Washington,Auburn,7,1,0,29,80,80,PUNT,2,14,41,76,76,3,False,4,401012248
63,4010122488,Auburn,Washington,8,2,14,41,27,73,FG,2,10,35,90,10,12,True,63,401012248
64,4010122489,Washington,Auburn,9,2,10,35,75,75,FG,2,5,57,11,11,9,True,64,401012248
65,40101224810,Auburn,Washington,10,2,5,57,27,73,FG,2,1,23,65,35,10,True,38,401012248
66,40101224811,Washington,Auburn,11,2,1,23,75,75,TD,2,0,43,0,0,4,True,75,401012248
67,40101224812,Auburn,Washington,12,2,0,43,25,75,END OF HALF,2,0,0,49,51,4,False,24,401012248
68,40101224813,Auburn,Washington,13,3,15,0,18,82,PUNT,3,13,5,33,67,4,False,15,401012248
69,40101224814,Washington,Auburn,14,3,13,5,73,73,MISSED FG,3,9,57,23,23,9,False,50,401012248
70,40101224815,Auburn,Washington,15,3,9,57,23,77,MISSED FG,3,7,3,63,37,8,False,40,401012248
71,40101224816,Washington,Auburn,16,3,7,3,63,63,FUMBLE,3,5,15,3,3,6,False,35,401012248
72,40101224817,Auburn,Washington,17,3,5,15,20,80,PUNT,3,3,52,25,75,3,False,5,401012248
73,40101224818,Washington,Auburn,18,3,3,52,42,42,FG,4,14,6,13,13,9,True,49,401012248
74,40101224819,Auburn,Washington,19,4,14,6,25,75,PUNT,4,12,13,28,72,6,False,3,401012248
75,40101224820,Washington,Auburn,20,4,12,13,68,68,PUNT,4,9,49,59,59,3,False,9,401012248
76,40101224821,Auburn,Washington,21,4,9,49,24,76,TD,4,6,15,100,0,10,True,76,401012248
77,40101224822,Washington,Auburn,22,4,6,15,75,75,DOWNS,4,1,31,43,43,10,False,22,401012248
78,40101224823,Auburn,Washington,23,4,1,31,53,47,Uncategorized,4,0,0,63,37,4,False,10,401012248
79,4010122491,Florida,Charleston Southern,1,1,15,0,25,75,TD,1,12,40,100,0,8,True,75,401012249
80,4010122492,Charleston Southern,Florida,2,1,12,40,75,75,PUNT,1,10,59,78,78,3,False,-3,401012249
81,4010122493,Florida,Charleston Southern,3,1,10,59,32,68,FG,1,8,3,96,4,8,True,64,401012249
82,4010122494,Charleston Southern,Florida,4,1,8,3,64,64,PUNT,1,5,55,62,62,3,False,2,401012249
83,4010122495,Florida,Charleston Southern,5,1,5,55,26,74,PUNT,1,2,37,49,51,7,False,23,401012249
84,4010122496,Charleston Southern,Florida,6,1,2,37,85,85,PUNT,1,0,50,89,89,3,False,-4,401012249
85,4010122497,Florida,Charleston Southern,7,1,0,50,57,43,TD,2,13,14,100,0,6,True,43,401012249
86,4010122498,Charleston Southern,Florida,8,2,13,14,80,80,DOWNS,2,11,29,71,71,4,False,9,401012249
87,4010122499,Florida,Charleston Southern,9,2,11,29,71,29,TD,2,9,51,100,0,4,True,29,401012249
88,40101224910,Charleston Southern,Florida,10,2,9,51,75,75,PUNT,2,8,6,77,77,3,False,-2,401012249
89,40101224911,Florida,Charleston Southern,11,2,8,6,30,70,TD,2,5,49,100,0,7,True,70,401012249
90,40101224912,Charleston Southern,Florida,12,2,5,49,75,75,PUNT,2,3,31,72,72,3,False,3,401012249
91,40101224913,Florida,Charleston Southern,13,2,3,31,35,65,TD,2,1,30,100,0,5,True,65,401012249
92,40101224914,Charleston Southern,Florida,14,2,1,30,83,83,MISSED FG,2,0,0,6,6,6,False,77,401012249
93,40101224916,Charleston Southern,Florida,15,3,15,0,75,75,FUMBLE,3,12,49,64,64,4,False,11,401012249
94,40101224917,Florida,Charleston Southern,16,3,12,49,86,14,FG,3,10,53,86,14,4,True,0,401012249
95,40101224918,Charleston Southern,Florida,17,3,10,53,88,88,PUNT,3,9,23,82,82,3,False,6,401012249
96,40101224919,Florida,Charleston Southern,18,3,9,23,43,57,TD,3,7,28,100,0,5,True,57,401012249
97,40101224920,Charleston Southern,Florida,19,3,7,28,75,75,FUMBLE,3,6,45,78,78,2,False,-3,401012249
98,40101224921,Florida,Charleston Southern,20,3,6,45,78,22,FG,3,4,48,78,22,4,True,0,401012249
99,40101224922,Charleston Southern,Florida,21,3,4,48,75,75,TD,4,13,38,0,0,11,True,75,401012249
100,40101224923,Florida,Charleston Southern,22,4,13,38,35,65,PUNT,4,11,38,28,72,3,False,-7,401012249
101,40101224924,Charleston Southern,Florida,23,4,11,38,81,81,PUNT,4,7,39,66,66,5,False,15,401012249
102,40101224925,Florida,Charleston Southern,24,4,7,39,18,82,DOWNS,4,4,28,49,51,7,False,31,401012249
103,40101224926,Charleston Southern,Florida,25,4,4,28,49,49,INT,4,0,16,35,35,10,False,14,401012249
104,40101224927,Florida,Charleston Southern,26,4,0,16,9,91,END OF GAME,4,0,0,18,82,1,False,9,401012249
105,4010122501,Georgia,Austin Peay,1,1,15,0,42,58,FG,1,10,42,83,17,10,True,41,401012250
106,4010122502,Austin Peay,Georgia,2,1,10,42,75,75,PUNT,1,7,17,56,56,6,False,19,401012250
107,4010122503,Georgia,Austin Peay,3,1,7,17,20,80,TD,1,3,27,100,0,11,True,80,401012250
108,4010122504,Austin Peay,Georgia,4,1,3,27,75,75,FUMBLE,1,2,48,80,80,1,False,-17,401012250
109,4010122505,Georgia,Austin Peay,5,1,2,48,92,8,TD,1,2,41,100,0,1,True,8,401012250
110,4010122506,Austin Peay,Georgia,6,1,2,41,75,75,MISSED FG,2,11,39,20,20,11,False,55,401012250
111,4010122507,Georgia,Austin Peay,7,2,11,39,21,79,TD,2,10,29,100,0,3,True,79,401012250
112,4010122508,Austin Peay,Georgia,8,2,10,29,75,75,PUNT,2,9,29,72,72,3,False,3,401012250
113,4010122509,Georgia,Austin Peay,9,2,9,29,50,50,TD,2,4,50,100,0,9,True,69,401012250
114,40101225010,Austin Peay,Georgia,10,2,4,50,75,75,PUNT,2,2,38,71,71,3,False,4,401012250
115,40101225011,Georgia,Austin Peay,11,2,2,38,30,70,TD,2,1,28,100,0,4,True,70,401012250
116,40101225012,Austin Peay,Georgia,12,2,1,28,75,75,PUNT,2,0,6,68,68,3,False,7,401012250
117,40101225013,Georgia,Austin Peay,13,2,0,6,35,65,END OF HALF,2,0,0,33,67,1,False,-2,401012250
118,40101225014,Austin Peay,Georgia,14,3,15,0,75,75,PUNT,3,12,27,55,55,5,False,20,401012250
119,40101225015,Georgia,Austin Peay,15,3,12,27,20,80,PUNT,3,10,47,45,55,4,False,25,401012250
120,40101225016,Austin Peay,Georgia,16,3,10,47,80,80,PUNT,3,8,30,73,73,3,False,7,401012250
121,40101225017,Georgia,Austin Peay,17,3,8,30,40,60,TD,3,5,44,100,0,5,True,60,401012250
122,40101225018,Austin Peay,Georgia,18,3,5,44,75,75,PUNT,3,4,5,70,70,3,False,5,401012250
123,40101225019,Georgia,Austin Peay,19,3,4,5,30,70,FUMBLE,3,0,45,78,22,7,False,48,401012250
124,40101225020,Austin Peay,Georgia,20,3,0,45,80,80,PUNT,4,8,30,77,77,3,False,3,401012250
125,40101225021,Georgia,Austin Peay,21,4,8,30,25,75,PUNT,4,6,30,29,71,3,False,4,401012250
126,40101225022,Austin Peay,Georgia,22,4,6,30,61,61,DOWNS,4,2,54,29,29,7,False,33,401012250
127,40101225023,Georgia,Austin Peay,23,4,2,54,28,72,PUNT,4,0,59,37,63,3,False,9,401012250
128,40101225024,Austin Peay,Georgia,24,4,0,59,80,80,END OF GAME,4,0,0,77,77,3,False,3,401012250
129,4010122511,Kentucky,Central Michigan,1,1,15,0,26,74,PUNT,1,13,28,31,69,3,False,5,401012251
130,4010122512,Central Michigan,Kentucky,2,1,13,28,81,81,PUNT,1,11,55,75,75,3,False,6,401012251
131,4010122513,Kentucky,Central Michigan,3,1,11,55,11,89,PUNT,1,8,25,26,74,6,False,15,401012251
132,4010122514,Central Michigan,Kentucky,4,1,8,25,80,80,PUNT,1,6,46,75,75,3,False,5,401012251
133,4010122515,Kentucky,Central Michigan,5,1,6,46,44,56,FUMBLE,1,6,13,49,51,2,False,5,401012251
134,4010122516,Central Michigan,Kentucky,6,1,6,13,49,49,FG,1,3,9,8,8,7,True,41,401012251
135,4010122517,Kentucky,Central Michigan,7,1,3,9,24,76,TD,1,1,17,100,0,4,True,76,401012251
136,4010122518,Central Michigan,Kentucky,8,1,1,17,98,98,PUNT,2,14,8,93,93,3,False,5,401012251
137,4010122519,Kentucky,Central Michigan,9,2,14,8,64,36,INT,2,0,0,68,32,3,False,4,401012251
138,40101225110,Central Michigan,Kentucky,10,2,12,54,80,80,TD,2,5,42,0,0,14,True,80,401012251
139,40101225111,Kentucky,Central Michigan,11,2,5,42,26,74,FUMBLE TD,2,5,33,20,80,1,True,-6,401012251
140,40101225113,Kentucky,Central Michigan,12,2,5,24,24,76,TD,2,3,56,100,0,6,True,76,401012251
141,40101225114,Central Michigan,Kentucky,13,2,3,56,79,79,PUNT,2,2,24,73,73,3,False,6,401012251
142,40101225115,Kentucky,Central Michigan,14,2,2,24,27,73,INT,2,1,19,38,62,3,False,11,401012251
143,40101225116,Central Michigan,Kentucky,15,2,1,19,10,10,FG,2,1,1,4,4,4,True,6,401012251
144,40101225117,Kentucky,Central Michigan,16,2,1,1,29,71,TD,2,0,9,100,0,6,True,71,401012251
145,40101225118,Central Michigan,Kentucky,17,2,0,9,80,80,END OF HALF,2,0,0,76,76,1,False,4,401012251
146,40101225119,Central Michigan,Kentucky,18,3,14,52,69,69,PUNT,3,12,15,47,47,6,False,22,401012251
147,40101225120,Kentucky,Central Michigan,19,3,12,15,13,87,PUNT,3,10,52,17,83,3,False,4,401012251
148,40101225121,Central Michigan,Kentucky,20,3,10,52,66,66,PUNT,3,9,4,57,57,3,False,9,401012251
149,40101225122,Kentucky,Central Michigan,21,3,9,4,10,90,PUNT,3,6,44,41,59,6,False,31,401012251
150,40101225123,Central Michigan,Kentucky,22,3,6,44,87,87,PUNT,3,5,17,91,91,3,False,-4,401012251
151,40101225124,Kentucky,Central Michigan,23,3,5,17,60,40,TD,3,3,50,100,0,3,True,40,401012251
152,40101225125,Central Michigan,Kentucky,24,3,3,50,80,80,PUNT,3,2,3,80,80,3,False,0,401012251
153,40101225126,Kentucky,Central Michigan,25,3,2,3,42,58,TD,4,14,53,100,0,6,True,58,401012251
154,40101225127,Central Michigan,Kentucky,26,4,14,53,75,75,PUNT,4,12,33,59,59,6,False,16,401012251
155,40101225128,Kentucky,Central Michigan,27,4,12,33,20,80,DOWNS,4,6,34,69,31,12,False,49,401012251
156,40101225129,Central Michigan,Kentucky,28,4,6,34,69,69,DOWNS,4,2,42,28,28,9,False,41,401012251
157,40101225130,Kentucky,Central Michigan,29,4,2,42,28,72,Uncategorized,4,0,0,54,46,6,False,26,401012251
158,4010122531,Ole Miss,Texas Tech,1,1,15,0,69,69,TD,1,14,27,0,0,2,True,69,401012253
159,4010122532,Texas Tech,Ole Miss,2,1,14,27,10,90,TD,1,10,32,97,3,10,True,90,401012253
160,4010122533,Ole Miss,Texas Tech,3,1,10,32,0,0,TD,1,10,17,0,0,0,True,0,401012253
161,4010122534,Texas Tech,Ole Miss,4,1,10,17,26,74,PUNT,1,9,12,30,70,3,False,4,401012253
162,4010122535,Ole Miss,Texas Tech,5,1,9,12,72,72,FG,1,4,30,7,7,14,True,65,401012253
163,4010122536,Texas Tech,Ole Miss,6,1,4,30,25,75,PUNT,1,2,57,27,73,3,False,2,401012253
164,4010122537,Ole Miss,Texas Tech,7,1,2,57,60,60,TD,1,1,8,0,0,5,True,60,401012253
165,4010122538,Texas Tech,Ole Miss,8,1,1,8,51,49,FG,2,12,17,93,7,9,True,42,401012253
166,4010122539,Ole Miss,Texas Tech,9,2,12,17,75,75,PUNT,2,11,7,57,57,4,False,18,401012253
167,40101225310,Texas Tech,Ole Miss,10,2,11,7,17,83,PUNT,2,10,16,18,82,3,False,1,401012253
168,40101225311,Ole Miss,Texas Tech,11,2,10,16,65,65,FG,2,6,41,12,12,8,True,53,401012253
169,40101225312,Texas Tech,Ole Miss,12,2,6,41,25,75,TD,2,1,57,100,0,11,True,75,401012253
170,40101225313,Ole Miss,Texas Tech,13,2,1,57,84,84,FG,2,0,37,22,22,8,True,47,401012253
171,40101225314,Texas Tech,Ole Miss,14,2,0,37,34,66,END OF HALF,2,0,0,31,69,1,False,-3,401012253
172,40101225315,Texas Tech,Ole Miss,15,3,15,0,25,75,PUNT,3,13,32,31,69,3,False,6,401012253
173,40101225316,Ole Miss,Texas Tech,16,3,13,32,70,70,PUNT,3,11,47,49,49,4,False,21,401012253
174,40101225317,Texas Tech,Ole Miss,17,3,11,47,12,88,FG,3,7,57,77,23,11,True,65,401012253
175,40101225318,Ole Miss,Texas Tech,18,3,7,57,75,75,TD,3,7,7,0,0,3,True,75,401012253
176,40101225319,Texas Tech,Ole Miss,19,3,7,7,25,75,TD,3,5,30,100,0,5,True,75,401012253
177,40101225320,Ole Miss,Texas Tech,20,3,5,30,75,75,PUNT,3,3,37,53,53,4,False,22,401012253
178,40101225321,Texas Tech,Ole Miss,21,3,3,37,38,62,PUNT,3,1,40,47,53,6,False,9,401012253
179,40101225322,Ole Miss,Texas Tech,22,3,1,40,58,58,FUMBLE,3,1,31,58,58,1,False,9,401012253
180,40101225323,Texas Tech,Ole Miss,23,3,1,31,49,51,DOWNS,4,14,53,54,46,4,False,5,401012253
181,40101225324,Ole Miss,Texas Tech,24,4,14,53,49,49,TD,4,14,33,0,0,2,True,54,401012253
182,40101225325,Texas Tech,Ole Miss,25,4,14,33,33,67,DOWNS,4,9,11,86,14,15,False,53,401012253
183,40101225326,Ole Miss,Texas Tech,26,4,9,11,81,81,FG,4,4,9,6,6,8,True,80,401012253
184,40101225327,Texas Tech,Ole Miss,27,4,4,9,24,76,DOWNS,4,0,12,95,5,13,False,71,401012253
185,40101225328,Ole Miss,Texas Tech,28,4,0,12,95,95,END OF GAME,4,0,0,97,97,1,False,-2,401012253
186,4010122541,Stephen F. Austin,Mississippi State,1,1,15,0,75,75,PUNT,1,13,22,79,79,3,False,-4,401012254
187,4010122542,Mississippi State,Stephen F. Austin,2,1,13,22,47,53,TD,1,13,10,100,0,1,True,53,401012254
188,4010122543,Stephen F. Austin,Mississippi State,3,1,13,10,75,75,PUNT,1,12,10,78,78,3,False,-3,401012254
189,4010122544,Mississippi State,Stephen F. Austin,4,1,12,10,34,66,MISSED FG,1,10,27,77,23,6,False,43,401012254
190,4010122545,Stephen F. Austin,Mississippi State,5,1,10,27,77,77,PUNT,1,8,15,91,91,3,False,-14,401012254
191,4010122546,Mississippi State,Stephen F. Austin,6,1,8,15,81,19,TD,1,5,22,100,0,5,True,19,401012254
192,4010122547,Stephen F. Austin,Mississippi State,7,1,5,22,72,72,PUNT,1,3,59,56,56,4,False,16,401012254
193,4010122548,Mississippi State,Stephen F. Austin,8,1,3,59,16,84,TD,1,3,34,100,0,1,True,84,401012254
194,4010122549,Stephen F. Austin,Mississippi State,9,1,3,34,82,82,FG,2,13,1,19,19,15,True,63,401012254
195,40101225410,Mississippi State,Stephen F. Austin,10,2,13,1,35,65,TD,2,9,44,100,0,9,True,65,401012254
196,40101225411,Stephen F. Austin,Mississippi State,11,2,9,44,84,84,PUNT,2,5,56,43,43,10,False,41,401012254
197,40101225412,Mississippi State,Stephen F. Austin,12,2,5,56,9,91,TD,2,0,53,100,0,13,True,91,401012254
198,40101225413,Stephen F. Austin,Mississippi State,13,2,0,53,62,62,END OF HALF,2,0,0,47,47,4,False,15,401012254
199,40101225414,Mississippi State,Stephen F. Austin,14,3,15,0,22,78,PUNT,3,14,8,29,71,3,False,7,401012254
200,40101225415,Stephen F. Austin,Mississippi State,15,3,14,8,71,71,PUNT,3,12,33,72,72,3,False,-1,401012254
201,40101225416,Mississippi State,Stephen F. Austin,16,3,12,33,32,68,PUNT,3,11,25,35,65,3,False,3,401012254
202,40101225417,Stephen F. Austin,Mississippi State,17,3,11,25,83,83,PUNT,3,9,30,60,60,6,False,23,401012254
203,40101225418,Mississippi State,Stephen F. Austin,18,3,9,30,30,70,PUNT,3,8,58,30,70,3,False,0,401012254
204,40101225419,Stephen F. Austin,Mississippi State,19,3,8,58,63,63,FG,3,6,55,16,16,8,True,47,401012254
205,40101225420,Mississippi State,Stephen F. Austin,20,3,6,55,60,40,TD,3,5,52,100,0,3,True,40,401012254
206,40101225421,Stephen F. Austin,Mississippi State,21,3,5,52,77,77,PUNT,3,4,34,69,69,3,False,8,401012254
207,40101225422,Mississippi State,Stephen F. Austin,22,3,4,34,34,66,TD,3,1,58,100,0,5,True,66,401012254
208,40101225423,Stephen F. Austin,Mississippi State,23,3,1,58,80,80,PUNT,3,0,22,77,77,3,False,3,401012254
209,40101225424,Mississippi State,Stephen F. Austin,24,3,0,22,52,48,TD,3,0,0,100,0,2,True,48,401012254
210,40101225425,Stephen F. Austin,Mississippi State,25,4,14,50,75,75,KICKOFF,4,13,9,73,73,3,False,2,401012254
211,40101225426,Mississippi State,Stephen F. Austin,26,4,13,9,42,58,DOWNS,4,8,43,52,48,9,False,10,401012254
212,40101225427,Stephen F. Austin,Mississippi State,27,4,8,43,52,52,INT,4,6,23,48,48,4,False,4,401012254
213,40101225428,Mississippi State,Stephen F. Austin,28,4,6,23,43,57,TD,4,1,37,100,0,8,True,57,401012254
214,40101225429,Stephen F. Austin,Mississippi State,29,4,1,37,75,75,DOWNS,4,0,9,31,31,8,False,44,401012254
215,40101225430,Mississippi State,Stephen F. Austin,30,4,0,9,31,69,END OF GAME,4,0,0,29,71,1,False,-2,401012254
216,4010122551,UT Martin,Missouri,1,1,15,0,75,75,PUNT,1,13,56,68,68,3,False,7,401012255
217,4010122552,Missouri,UT Martin,2,1,13,56,38,62,TD,1,10,58,100,0,9,True,62,401012255
218,4010122553,UT Martin,Missouri,3,1,10,58,75,75,PUNT,1,7,57,74,74,3,False,1,401012255
219,4010122554,Missouri,UT Martin,4,1,7,57,56,44,TD,1,7,22,100,0,3,True,44,401012255
220,4010122555,UT Martin,Missouri,5,1,7,22,75,75,PUNT,1,4,30,60,60,6,False,15,401012255
221,4010122556,Missouri,UT Martin,6,1,4,30,45,55,TD,2,14,57,100,0,13,True,55,401012255
222,4010122557,UT Martin,Missouri,7,2,14,57,82,82,FUMBLE,2,14,12,68,68,2,False,14,401012255
223,4010122558,Missouri,UT Martin,8,2,14,12,68,32,TD,2,12,55,100,0,3,True,32,401012255
224,4010122559,UT Martin,Missouri,9,2,12,55,75,75,TD,2,9,34,0,0,9,True,75,401012255
225,40101225510,Missouri,UT Martin,10,2,9,34,25,75,FG,2,7,57,92,8,6,True,67,401012255
226,40101225511,UT Martin,Missouri,11,2,7,57,90,90,PUNT,2,6,54,79,79,4,False,11,401012255
227,40101225512,Missouri,UT Martin,12,2,6,54,32,68,TD,2,2,43,100,0,11,True,68,401012255
228,40101225513,UT Martin,Missouri,13,2,2,43,75,75,PUNT,2,1,31,73,73,3,False,2,401012255
229,40101225514,Missouri,UT Martin,14,2,1,31,15,85,END OF HALF,2,0,0,24,76,3,False,9,401012255
230,40101225515,Missouri,UT Martin,15,3,15,0,25,75,TD,3,13,6,100,0,5,True,75,401012255
231,40101225516,UT Martin,Missouri,16,3,13,6,76,76,PUNT,3,9,58,61,61,6,False,15,401012255
232,40101225517,Missouri,UT Martin,17,3,9,58,19,81,FG,3,6,58,86,14,7,True,67,401012255
233,40101225518,UT Martin,Missouri,18,3,6,58,75,75,TD,3,4,31,0,0,7,True,75,401012255
234,40101225519,Missouri,UT Martin,19,3,4,31,25,75,PUNT,3,2,38,31,69,3,False,6,401012255
235,40101225520,UT Martin,Missouri,20,3,2,38,65,65,PUNT,3,1,39,67,67,3,False,-2,401012255
236,40101225521,Missouri,UT Martin,21,3,1,39,22,78,FG,4,13,32,85,15,8,True,63,401012255
237,40101225522,UT Martin,Missouri,22,4,13,32,75,75,PUNT,4,12,3,70,70,3,False,5,401012255
238,40101225523,Missouri,UT Martin,23,4,12,3,36,64,PUNT,4,11,6,38,62,3,False,2,401012255
239,40101225524,UT Martin,Missouri,24,4,11,6,84,84,PUNT,4,9,11,66,66,4,False,18,401012255
240,40101225525,Missouri,UT Martin,25,4,9,11,34,66,PUNT,4,6,32,59,41,4,False,25,401012255
241,40101225526,UT Martin,Missouri,26,4,6,32,98,98,PUNT,4,3,19,75,75,6,False,23,401012255
242,40101225527,Missouri,UT Martin,27,4,3,19,40,60,END OF GAME,4,0,0,58,42,3,False,18,401012255
243,4010122561,South Carolina,Coastal Carolina,1,1,15,0,20,80,TD,1,12,2,100,0,8,True,80,401012256
244,4010122562,Coastal Carolina,South Carolina,2,1,12,2,75,75,PUNT,1,9,40,70,70,4,False,5,401012256
245,4010122563,South Carolina,Coastal Carolina,3,1,9,40,31,69,TD,1,5,2,100,0,10,True,69,401012256
